id,UserName,Review,Score,Date,Bank
1165,aybit,"Was trying to increase limit to consolidate local expenses, apparently it does not have increase limit feature but has DECREASE limit feature. Pffft. What a joke!",1,22/8/2023 0:25,Trust
1166,d8nnii,You should not trigger your security system to block a login attempt immediately when on a second device. Instead security measures should be in place to ensure the person logging in is legit. I’m changing to a new device and now both devices are locked out and I have to wait for your team to get back to me. How absurd this is.,1,21/8/2023 6:30,Trust
1167,Desmond Koh 88,"It stopped me from continuing in the app after it declined me on my application. I did enquire on what happened but nothing has been said and the only answer is declined and its private. What is it that my information are private that I doesn’t understand. If I can go and rectify it, isn’t thats the best rather than kept telling me its private. 

This is not helping me at all. I am not here to create problem but I am here to look for help if my application has got something wrong.",1,19/8/2023 14:11,Trust
1168,Kevinlim,"I been using trust card 3-4 time in Taiwan and previously don't have any issue. Just recently I was in business trip and my first transaction spending in shopping mall decline a few time. The staff think that his machine had problem and change another machine. Finally transaction approve. Next min I saw Trust bank lock my card indicating suspected fraud transaction. I quickly call trust bank after they verified said need 1hours to unlock my card. I was in restaurant for lunch and could not bull for payment. Trust bank also said in future better let them know my travel plan. What the hell. Last time don't have this issue, now need.",1,19/8/2023 4:51,Trust
1169,Tht1978,I can’t go in the loan and pay up what happened.,1,18/8/2023 10:22,Trust
1170,Low flying,Best card to carry around whether when at home or overseas.,5,16/8/2023 1:19,Trust
1171,小陈（YouTube）skeleton icon,"Fast and hassle free
Offer attractive rates 
Will recommend more ppl to use",5,13/8/2023 11:20,Trust
1172,can't playback,"currently there are 3 digital banks. gxs offered 3.48% (to be reduced to 2.68% soon) just for parking your money. maribank offered 2.5%, also just for parking your money. trust bank offered 1.5% for non members and 2% only after you have made 5 transactions. this bank is the joker among digital banks.",1,12/8/2023 17:11,Trust
1173,mycrap,So far the connection is fast. Good,5,11/8/2023 5:14,Trust
1174,KiloBites,"• App is not user-friendly, confusing design.. The most frustrating thing is how hard it is to find key features. This should be easy to do, but the app buries it under layers of menus. I often give up trying to find things after clicking through too many confusing screens. Simple things require too many taps and steps compared to other banking apps.

• No GIRO service to credit the salary to Trust Bank",3,11/8/2023 3:32,Trust
1175,Simple Member,"App prompted “Something went wrong” we are working on it. It has been 2 days, and I wonder how efficient is Trust Bank?",1,9/8/2023 5:29,Trust
1176,guyiya,I love using trust card very simple n easy payment n fast !,3,7/8/2023 11:42,Trust
1177,d0geatd0g,"Best card to use
Keep it up :thumbs_up::thumbs_up:",5,1/8/2023 16:07,Trust
1178,stylex7,"This digital bank Trust rewards come with all sort of fine prints that’s misleading. e.g., redemption of coffee / tea at kopitiam is only applicable to some outlets. And the saving interest rate of this digital bank also filled with fine prints, making life difficult for customers having to perform activities for the bonus interest. There’s better digital banks out there, google for it and avoid this one for sure!",1,1/8/2023 6:55,Trust
1179,kengkteo,The exchange rate is better than changing cash.,5,31/7/2023 23:21,Trust
1180,Eonquay,Not sure what is happening. I still get notifications but cannot launch the app at all!,1,26/7/2023 12:29,Trust
1181,T_Saint_T,Unable to login. :thumbs_down:,1,26/7/2023 6:01,Trust
1182,Techgiss,Awesome easiness,5,23/7/2023 5:57,Trust
1183,oozzh,"Logged out and couldn’t get back in for a few days straight, contact support who suggested reinstall and reboots which still don’t work. They mentioned that there are no known issues but searching online showed that others have had this issue for months, definitely be careful to not accidentally sign out or else you might be locked out for a long time to come.

Edit: As a clarification to the developer suggestion, I have provided a callback number to the support agent earlier and will stay till it is resolved",1,21/7/2023 10:06,Trust
1184,kaahirul,"Hope they added pockets, similar to GXS

Referral code 48HF54BU",5,16/7/2023 15:01,Trust
1185,CNMBX,"Transactions never succeed, even approved it. WTF is your logic, useless",1,12/7/2023 6:46,Trust
1186,x-TW-Fan,App is refusing to close the “allow push notifications” screen. Forcing users to enable this just to use the app is a bad UX decision. :thumbs_down:,1,6/7/2023 8:47,Trust
1187,yuhfefju,"I'm served by Navind to waive off Purchase Interest Fee that was charged to my account. I paid my monthly statement bill already but was asked to pay my outstanding bill which I have not received my statement yet. Instead of trying to help, he still question me for my past late payment which has already been resolved. What's the use of credit card? Do you make your purchase and pay your bill immediately? Obviously you make your payment and pay your bill when you receive your statement right? This is the first time I encountered such thing as Pay your outstanding bill before receiving your statement.",1,6/7/2023 1:47,Trust
1188,Demikensai,"Spent in Malaysia on 10-May. Google rate is 3.35, money changers is 3.25, Trust rate is only 3.001. very disappointed. should have used my other cards that gave much better rates. And Trust still advertise that their rate is similar to Google's.",2,28/6/2023 7:55,Trust
1189,Mark_aag,"Change phone recently & unable to log in since, can anyone pls help?",5,27/6/2023 12:31,Trust
1190,Nic4444,Very good functions,4,25/6/2023 4:39,Trust
1191,Genemei,Great to use it for the first time for my Japan 11-day trip .  Exchange rates were competitive .,5,24/6/2023 10:56,Trust
1192,themiddleground,Made the mistake of decreasing my credit card limit to the lowest. Now I’m stuck with the limit and no way to increase it back up.,3,24/6/2023 3:39,Trust
1193,Sophia LYW,"No gyro option even with their own bank account… I got 200 dollar late fee when I came back from Oversea trip. The spent was only 50+ dollars. Then the customer service is not answering my questions. Eventually I decided to close my account and cancel my credit card. When I follow their instruction to cancel, it is not achievable as there are some pending transaction and the customer service person asked me to wait until beginning of July. I think they want another 100 dollar late fee( is this how credit card make money for Trust)?",1,21/6/2023 12:32,Trust
1194,Demand12234,Hard to find options. I had to goggle many times just to activate paynow. Plz make it simple so that everyone can use easily,2,20/6/2023 10:34,Trust
1195,YCE1977,"Now that I’m happy to use the Trust Card for more transactions, I’m told by their Customer Service that is not possible to raise the credit limit “as the feature is not available”. This is the most ridiculous piece of info I have ever heard. When I first applied for the card, I set a very low credit limit of $2.5k when my salary would qualify for a much higher limit, thinking that if I want to use it more, I could always ask for an increase in the credit limit later, just like how we do with other banks. It is a total disappointment to be given such a reply that it is not possible. I asked if their back office can’t process a simple credit limit increase request, then does this warrant a card cancellation and a re-application to get a higher credit limit; and the reply was that this is still subject to the bank’s review. I can’t wrap my head around this one. The lousiest bank ever.",1,12/6/2023 4:27,Trust
1196,josefynn2442,"Was having some issues w the TRUST app and decided to connect with TRUST via FB. 
The person who assisted me was v patient and knowledgeable in helping me to resolve my issues. Thanks!!",5,12/6/2023 3:25,Trust
1197,Triplei_lin,be careful with them,1,7/6/2023 8:03,Trust
1198,90lioneldoesnteat,I applied for a cc but was rejected. Unknown reason given even when the credit report shows GX for the risk grade. They are discouraging people from getting their card before any credit card sign ups with other banks first.,1,7/6/2023 2:39,Trust
1199,Dhani304,Excellent by service provider staff,5,4/6/2023 2:15,Trust
1200,Reviewer 404,"Once change Touch ID/Face ID, no way to get it back except to re-download and re-login. Most bank has setting to toggle. Please add thanks",3,3/6/2023 16:54,Trust
1201,jwww94,"Why do we need to turn on mandatory notifications to log in, absolutely ridiculous",1,28/5/2023 6:28,Trust
1202,SlicenseAngel,"I would love to give 5 stars however they are still rooms for improvement.
Firstly, I got notifications, but when I open the app, I don’t know which are the notifications, kind of stupid.
secondly, very limited services.",3,26/5/2023 6:37,Trust
1203,Ryandan5643,Find it strange that with so many 1 Star ratings and so many critical reviews and complaints that it’s a 4.8 rating for the app? Would the app developer care to explain,3,20/5/2023 3:22,Trust
1204,XDeathy,My savings account application got automatically declined and customer service is unable to help me. Completely stupid bank.,1,18/5/2023 6:59,Trust
1205,yhjhoo,"Able to open bank account within a few minutes, however it is annoying that it send multiple notifications that you can’t disable, like a spam. That’s the only one feature keep annoying me every time I make a payment. Contacted support a few times but no positive reply, keep saying it’s a feature and nothing more can be done.",1,14/5/2023 2:52,Trust
1206,hero champion 23577,I did not understand why I register my card to the EZ link portal trust bank will charge 0.10 cent for each transaction,1,10/5/2023 4:29,Trust
1207,CluxkX,"When click on the Face ID icon, not able to start the Face ID",3,9/5/2023 0:41,Trust
1208,Alvinkyg,"This card have to much marketing notifications either from the app itself, email.. and there is no setting to disable it. After getting it for three week, closed the card Nand deleted away the app",1,8/5/2023 11:02,Trust
1209,ProPlan,App keep sending wrong dated transactions. It’s really tiring to have card usage messages at midnight or Sunday when you don’t use your card and value appear on wrong day. I contacted customer service and they said this value spend 3 days ago. Place put  transaction on correct date. Soon I will stop using this bank,1,7/5/2023 12:22,Trust
1210,Stacy Wee,"I find it difficulty in using your apps. Though I now supported your card and always pay with ur apps card , I find it is not very user friendly to the layman.",5,7/5/2023 4:19,Trust
1211,L. Hamilton,"Worked very well with iPhone Touch ID but when I upgraded to iPhone 12 with face ID, it does not work. Only can access by passcode. So disappointed",4,6/5/2023 12:32,Trust
1212,Peter PCS,"Yes, agreed with earlier review. Support staff just hang up while u trying to response.

Also, when try to add reviews, k/b doesn’t pop up on this app only.

After so long in the market, there are still so many issue to fix. Terrible. 

Can even tap the start above to give one star:thumbs_down:",3,6/5/2023 11:41,Trust
1213,Wintan18,Have difficulty using my other accounts (such as Citibank) to pay off the card bill. No trust bank selection,4,6/5/2023 8:22,Trust
1214,Ahmitttttttt,Had an issue with one of the promos provided by the Trust app and contacted the customer service via the in app chat to explain the scenario. Whilst the explanation provided was adequate the staff was extremely inattentive and hasty in wanting to end the conversation. She also went on to hint that I was lying about my issue when she herself failed to do her checks properly. Extremely sour experience from a usually great app experience. Hope this is worked upon.,2,30/4/2023 12:45,Trust
1215,SimpleLady_,Hi i received an invitation email from Singtel regarding this app. I already log in to my Singpass and what i get back answer is my application cannot be approved. What is this GSX doing???! Then why send me invitation.,1,28/4/2023 15:56,Trust
1216,ipakcs,Have not been able to access the app at all over the last 1 week.  What if credit card payment is due as I heard about the bank not waiving charges for late payments.,2,27/4/2023 12:41,Trust
1217,Serene Tey,Awesome experience.,5,27/4/2023 11:52,Trust
1218,BC-overseas,"App is not the issue, the bank and service is awful. Deeply regret signing up for this card. Payment of bill was transferred *before* due date. But received a most unfriendly collection call to say I was late in payment and a penalty fee is levied. After double checking my transfer date, I contacted the Customer service with the app. I was met with robotic & rigid responses that they are only waiving penalty for one time. Now … why should I be penalized when I have proof that payment was before due date? Treat your customers better.",1,27/4/2023 0:30,Trust
1219,I_am_kt,Highlighted the bug and was told will resolve in 1 week. Thats long for a bank app,1,25/4/2023 9:09,Trust
1220,Sakura3131,Why are all the deals dumped in a single page?  What about categories or filters?,1,13/4/2023 14:00,Trust
1221,AtticcL,"Lousy app n customer service. They charge u so many hidden interest. Call customer service, different people tell different answer.",1,11/4/2023 23:47,Trust
1222,ghweipeng,Always have error when applying saving account and credit card. Give up,1,8/4/2023 5:08,Trust
1223,Jyotkumar Patel,"This is one of the best banking app that I’ve been able to use everyday.

There are simply so many coupons of Fairprice, KFC and other big brands that I could use to save big. But also I’ve seen the app faster than it’s competitors like DBS and OCBC.

Kudos and we’ll done to the team. Looking forward to more updates and coupons.",5,4/4/2023 2:52,Trust
1224,Torin Nguyen,Why is the number of awarded coupons is being removed in the latest version?,1,1/4/2023 17:55,Trust
1225,Diniesh Angel,Very slow and not helpful.,1,1/4/2023 9:31,Trust
1226,lisa3827,"Used their gojek stamp card and coupon. Super quick and efficient in awarding, but the redeeming process can be made more automatic.",2,30/3/2023 18:26,Trust
1227,idwtobeknown,"After locking my account for a paynow transfer to one of my friend, now my account is blocked and im unable to access my money. I called the customer service multiple times but all I received was ""On my end we're unable to do anything because we are the customer service side, we can't do anything other than raising the issue"" 
But even after raising the issue, it's been 2 weeks and still not resolved. I just got my account blocked instead. What a stupid bank this is",1,29/3/2023 4:46,Trust
1228,Angry12345670000,"For whatever technical reasons, I could not transfer my funds out, was told to reinstall my app, and had to wait 12 hours before I could transfer. I am not sure after waiting for 12 hours, I could still transfer out my money",1,28/3/2023 4:29,Trust
1229,Coolcoolguru,Because there is absolutely zero actions taken by you. I’ve complained three times on the privacy intrusion to sending notifications despite the toggle is off. Why!? Why!? Is this the way your gaining half an million customers and celebrate the TRUST. Perhaps a complain to PDPA in this case to investigate,1,28/3/2023 3:06,Trust
1230,Leo_ljw,Customer service officer has extremely poor comprehension and communication skills. No knowledge of bank plans. Zero assistance. I’m going close my account. The worst bank.,1,18/3/2023 5:36,Trust
1231,Meowz,I made payment for my card by the due date. But the outstanding amount was still reflected on the app. I have to call the hotline to check if they received the payment or not. I do not want to be slapped w late fees for nothing.,1,18/3/2023 0:43,Trust
1232,NurHasanah,"There are many different vouchers available and so far Trust app has been good! Easy to use, sleek design. Thank you!",5,14/3/2023 14:34,Trust
1233,Hassan81a,They just reject my application without any details do bad application,1,14/3/2023 8:19,Trust
1234,SimonLovesIt,I find it so user friendly when applying it to invite friends to sign up for a reward.,5,11/3/2023 10:26,Trust
1235,world_citzen,"One of the benefits that digital banking supposed to give to it's users is to allow usage of financial services even out of Singapore. Traveling is back to norm and it's getting common, yet trust bank disallows users to apply a credit card when traveling out of Singapore. This made this digital bank worst off than traditional banks that allows users to have access to digital services when traveling out of Singapore.",1,11/3/2023 6:42,Trust
1236,ragingbij,I signed up for the credit card and savings account. Added the card to my Apple wallet. Tried transacting but failed. Reached out to customer service twice but both times they failed to find the issue or resolve it.,1,11/3/2023 6:34,Trust
1237,Shankbabe,Need to turn on notifications to open the app! The reason that they gave is to notify if there is a transaction but they kept sending promotions and updates. Is ridiculous that we can’t even open the apps before turning on the notification.,1,9/3/2023 14:26,Trust
1238,Cherruth,"It will be good if you can learn from Revolut. Eg, have a ‘vault’ that we can save up spare change n earn interest whenever we buy something. Or enable us to do some investment saving on regular basis.",4,8/3/2023 13:07,Trust
1239,muariver,Friendly use:thumbs_up:,5,4/3/2023 12:41,Trust
1240,mrk012,"While I appreciate the effort to make the design fresh and modern, I find it difficult to navigate the app. I often get lost when trying to find coupons for FairPrice or checking my latest transactions. Tapping something brings you somewhere you dont know, and feels like the only way to get there is to tap Home and retrace your step. What more if I have to do a qr payment?",1,4/3/2023 10:15,Trust
1241,Kokck65,I have a Trust saving account which is used to honour transactions purchased using Trust card. I noticed that all transactions tend to be in pending status and it took a couple of days for transactions to change to complete status. This issue need to be addressed by the developer as it derive user additional bonus interest. Transactions debited from saving should be complete status as funds already deducted from saving account.,1,4/3/2023 2:32,Trust
1242,rahmanhaddad,"the voucher is issued upon my first Trust transaction! it was not even a big transaction!
Thanks FairPrice!",5,3/3/2023 0:48,Trust
1243,Dindoflores,Super card and helpful to NTUC members like me.A big thanks :smiling_face_with_smiling_eyes:,5,2/3/2023 10:08,Trust
1244,7有米,"jus realised the mascots for each category vary in size depending on how much you spent, that’s so cute! since i’m using this card almost everyday all my expenses are recorded LOL saved the trouble of accounting in another app, great job on this!!",5,1/3/2023 12:28,Trust
1245,Kookhee,User friendly and easy to use.,5,1/3/2023 11:54,Trust
1246,hshalbgnr,"The app pushes ads to you even if you opt out of them in the app settings. Disabling app notifications entirely is also not allowed. Doesn’t exactly inspire trust, does it?",4,24/2/2023 12:06,Trust
1247,山虫 宝贝晚安,To use,4,22/2/2023 4:53,Trust
1248,feimaomao203,They charge you 100 bucks even if you have an outstanding of 5 bucks . Ever since that I’ve stopped using the card .,2,22/2/2023 4:47,Trust
1249,kennethwong79,"I applied for the credit card on the 1st day and till date, still has not been approved with multiple calls to their support with no resolution and multiple uninstall/reinstallation of the app as advised by their support. Every time they promised that there will be someone calling me back to update the situation but it has never happened. I give up. The scam calls that I get have better response than this.",1,21/2/2023 12:05,Trust
1250,Zero income,"If it is a digital bank for everyone, why one cannot apply if one does not have income ??  If Trust only allow people who has income to apply, then highlight on the form or link that only for people who has income and $XX Income can apply so that we do not need to go through hoops of downloading the app, filling in the form and realised that we are not eligible to apply !!!  Trust your people, people with no income doesn’t mean we cannot afford to pay our bills.  At least go through an evaluation process and find out our worth then decide to grant us the card or not !!",2,21/2/2023 6:57,Trust
1251,seceleste,"Hi how do I reach customer service. If I call scb , will they entertain me ?",3,19/2/2023 2:41,Trust
1252,Mdm Elder Lee,"Cashier Miss Vaithes was very helpful when I needed help to redeem my $25 e-voucher :thumbs_up:. 

TRUST mobile apps is not user friendly and I am glad Miss Vaithes serves with her heart!",5,18/2/2023 9:55,Trust
1253,Ashok AR,I paid using E wallet fast transaction and secure.,5,17/2/2023 12:11,Trust
1254,zacklaick,"Hi, I’ve been using trust bank for a while now and it is very user friendly and the notifications on transactions are very quick. App is also user friendly. I dont know if my recommendation will ever be implemented but i really hope it does because it will help trust bank stand out from other digibank apps even more. my recommendation is to add a section in the UI to include monthly spendings breakdown by categories. since trust bank already categorises our transactions (groceries, shopping, transport etc), the addition of a pie chart of our spending by category will really elevate the user experience to the next level.",5,15/2/2023 14:58,Trust
1255,Wenwenzzz,"Been using it for 3 months, everything’s great! Getting bonuses just by spending $200 outside of NTUC is so much less stressful and much more achievable than some other banks which require spending $500 monthly. Love the coupons and vouchers, first time having an app where the coupons/vouchers are much more relatable and useful, just my personal opinion. Notifications will be there whenever there’s a new transaction or the transaction has been processed. Using it for transactions overseas was also really convenient. Customer service was good too, not sure why there are so many people complaining about it. App is smooth overall, just some hiccups when Face ID was suddenly not available (deleting and re-download the app helps). But knowing that it’s still a very new digital bank, these kinds of errors may be unavoidable at the start. Great job overall, keep it up!",5,11/2/2023 16:16,Trust
1256,AlexQuahPohHock,I cannot use the card since Dec 2022. Trust staff did call me & told me they will get back to me but until today never follow up. Please call me or check. Alex Hp : 98463532,3,10/2/2023 14:30,Trust
1257,meowmiaw,"Lousy app! Stuck after singpass profile retrieval saying that something went wrong. You don't want new customers anymore, huh? Please don't reply with ""reinstall the app and call this number if the issue persists"". I've reinstalled it multiple times and it's the same. I'm not going to call cause it's just wasting my time. It's your problem, why should I care. Multiple people have been complaining the same issue from several weeks back and there's really no improvement. What a shame!",1,10/2/2023 13:44,Trust
1258,Fffdvfafgd,Very easy to use! Thanks,5,7/2/2023 13:48,Trust
1259,John Ong Cheers,Keep the vouchers coming. Love the way you engage customers. Application is friendly and easy to use.,5,5/2/2023 5:34,Trust
1260,w.wmirror,"1. Risk system is NOT trustable 
My card got locked by just one transaction. No proper security strategies applied to protect online transactions. As an industry insider I can clearly conclude it . 
2. imperfect customer service 
Well , card service is not something new at all . Why push this rubbish service to the market while you really want to grab the market share. For the locked card case , I got call 5 times , and was compelled to type with a robot-liked agent for 2 times with 0 progress on the case . 
Well done , untrusted service ever.",1,5/2/2023 2:16,Trust
1261,AvantGarde 119,Operates just like any other bank. Easy to use,5,2/2/2023 11:27,Trust
1262,Neville Doti,"Initially I thought the card would be useful for basically my shopping at NTUC. Soon I realised that there is a lot more to the card then just that. 
- convenience of card payment
- excellent vouchers and promotions
- no charge on forex transactions

I think the last point should be emphasised in marketing efforts as that is really a benefit especially for online bookings for holidays as well as use the same when on foreign trips. Even for children studying overseas this would be beneficial.",5,1/2/2023 6:17,Trust
1263,Jaya1966,Not working after software update,1,1/2/2023 6:16,Trust
1264,Ong Xiang 王翔,Hope it is based on transaction date instead of posting date,4,1/2/2023 4:54,Trust
1265,??Not worth it,"If credit card application is declined, need to reinstall the app. Super troublesome",1,1/2/2023 4:34,Trust
1266,ConzSG,I didn’t know each customer only had 1 chance to waive of late charge. I made my payment for $13.90 on Fri and I didn’t know the interbank takes 3 days so I was slapped with $100 fee again. Since I used up my chance the customer service officer will submit for approval. I already made late payments before when I was truly late. Trust has earned more late fee from me since my payments were very little and once I was charged for late fee as I left out $1 when I made my payment. Definitely not a bank for more complex transactions as the customer service is terrible and they go by the book instead of listening to the customer. The fella seems happy that I want to close my card too. A bank needs to listen to customer needs and not just give rewards.,1,31/1/2023 0:09,Trust
1267,Daichanmac,How about downloading a monthly statement?,4,30/1/2023 17:17,Trust
1268,Ducky123!,"Working in a bank and IT myself, I’ve never seen this so inefficient and so troublesome customer service. Chat starts for more than 2 mins, and if you’re already idle for more than a minute, customer service agent will end your convo. What is this?! My card has been blocked for 3 months and until now I don’t have any proper conversation nor resolution to my case. Wouldn’t recommend to my friends.",1,30/1/2023 10:35,Trust
1269,Gowcena,"Very flexible to open an account ,get the card and use. Reliable as a physical bank",5,29/1/2023 11:44,Trust
1270,jesusmikeyy,Trust is literally 50-50 a scam. I have deposited money into the account and redrew money as well and soon later my whole account was locked. When called customer support I was told I’m being suspected for illegal activities! Please think twice about using trust. Really don’t waste your time or lose your money with them.,1,27/1/2023 19:03,Trust
1271,Dygashira,Been trying a few times but a msg always come in saying try again later i try installing and uninstalling but it’s the same,1,26/1/2023 4:59,Trust
1272,TeeTY1,Downloaded the app but been unable to log in using Singpass without error. No help option available to get immediate support.,2,25/1/2023 7:29,Trust
1273,Izzyelaa,"For the whole day, i have been trying to set up a savings account to no avail. Once verified through singpass, error msg prompted was “ sorry something went wrong. Please try again later”
Tried several methods i.e restart my phone, deleted n reinstalled the app yet the problem persisted.
Now im having 2nd thoughts.",1,24/1/2023 6:55,Trust
1274,😄財,好:OK_hand:,5,23/1/2023 3:23,Trust
1275,Jocelyn Leng,"Fast, easy and trust company.",5,20/1/2023 14:27,Trust
1276,victoria lk,"the card is informative . it provides info such as how much more to spend outside NTUC to qualify for the bonus .

it will be good if it can also prompt us expiring coupons 4-5 days before expiry so that we do not miss out the promotion or offer .",5,20/1/2023 3:04,Trust
1277,Zirconium11,What do you mean by unable to reveal reasons for my failed application of credit card? How are we going to continue earning LinkPoints? This is the first time ever in my 30 years of credit card application!!,1,9/1/2023 14:47,Trust
1278,Dorje88,"I had downloaded this app about 3 months ago. It seem to work fine, for pass 3 months ago. By recognise via face unlocked, each time I try to check transaction on my mobile. 
Recently I realised the face recognise. Doesn’t work anymore! Which I had to input password each time. I had check my setting on my mobile Face ID recognise are switch on. Please fix this errors.",1,8/1/2023 6:54,Trust
1279,Smiley's 2,"I accidentally transferred my money to trust bank without using the Fast app. I chatted with Mohd Fiqcree Mo about my problem,he helped me solved it immediately.Thank you Sir for your help!",5,6/1/2023 10:14,Trust
1280,StacyisBest,Unable to use MyInfo to apply credit card as the app prompts error message. Something went wrong. Using iPhone 13 pro.,2,3/1/2023 13:46,Trust
1281,wayne c 95,"I’m attempting to register using Singpass, but upon the page where I authorise the usage of my personal details to fill up some forms I got an error. How do I proceed ??",2,3/1/2023 2:18,Trust
1282,Skorpio87,"Hi my payment is due, and it seems I can’t login the app with my Singpass and since you have hide the credit card number(physically) I can’t pay if I don’t know the credit card number! Please help!",1,2/1/2023 21:14,Trust
1283,Newsloop,You are sexy and you know it.,4,2/1/2023 8:29,Trust
1284,relano3325hu,I reinstalled the app and I cannot login anymore via Singpass. Now I cannot access my account. It seems I am not the only one with this problem.,2,1/1/2023 15:16,Trust
1285,Nurul Huda B M T,You’re better off using the services of other banks. Seems like the entire venture was suddenly thrown at personnel members so they were not at all prepared nor willing to help with the difficulties you encountered. No point going to their parent bank either for help. Tried to give it a chance even after reading the negative reviews but the reviews were not proven otherwise.,1,1/1/2023 2:31,Trust
1286,dhbfjcndufjc,Awesome debit card ever especially those coupons and link points really save using trust card,5,31/12/2022 0:22,Trust
1287,ikanselar,So far I am very impressed with your app and services. While using your app on iPhone 8 and X. Recently i changed to iPhone 14 plus. Strangely I could not log in anymore by Singpass. It kept showing a worker sign as if app is under maintenance. A call to customer service ask me reinstall the app which I promptly did. But no avail. 7 days later I try again. Same issue. I am sure there is a way for me to log into my account. Kindly advice,5,30/12/2022 11:03,Trust
1288,N0.0N,"Im trying to get this credit card to continue earning points from FP but tried an hour, still unable to proceed. What’s the point to launch this new card ( the app look pretty cheap, don’t even mention about user friendly )",1,29/12/2022 16:26,Trust
1289,Happisilver,I am now unable to login to my account. I was told I did not have one when I contacted CS. How can you have lost my account and money?,1,29/12/2022 9:43,Trust
1290,gcss771,"Frustrating experience to use this card, can’t cancel the insurance bit. NTUC CS just ping pongs the customer back and forth. I’ll think twice abt getting their insurance products in the future.

Cancel it immediately if u can. M",1,27/12/2022 4:00,Trust
1291,Bella Casita,Well done n keep up the good work :rainbow::thumbs_up:.,4,26/12/2022 20:35,Trust
1292,Chranky,"Don’t bother, the vouchers are used, and there are loads of suspicious stuff on here, read the other reviews. I doubt they are backed by Stan Charted, seriously",1,26/12/2022 17:20,Trust
1293,Tgtffff,"There’s only 1 way to log in the app. 

Customer service can only speak to account holder. My mum is non tech savvy person, she doesn’t even remember the steps to log in Singpass. How does it even makes any sense for her to speak to customer service on technical issue of the app? 

I suggested letting my mum pick up the phone for verification and allow me to continue the conversation. But was rejected. 

In the first place how can you even allow log in issues with banking/credit card application. If there are late payment charges etc who’s gonna take responsible? I’m pretty sure Trust is not willing to take responsible as per seen in the other reviews where ppl faces problem with waiving late payment charges. 

And now they insist on solving their technical issue with non tech savvy customer. 

What a great idea.",1,26/12/2022 14:41,Trust
1294,Youneedtoreflect,"They take 5 mins minimally each time for them to respond to each question or feedback I gave, and I got to ask if they are there in order to know they are still assisting me. But the best part is when they can’t address your issue, their best solution - ask you if there is anything else they can assist you with, and in a blink of any eye, the CS quickly end the chat without giving you a chance to respond. Amazingly amazed!",1,26/12/2022 7:22,Trust
1295,Leo08:)),"Having issues logging in via SingPass, it just keeps showing the message ‘We are unable to log you in with SingPass right now. We are working on it, please try again later’. Doesn’t seems like there any other way to login",1,26/12/2022 2:32,Trust
1296,H20bear,"I have been paying my bills before the stated date, and suddenly i got slammed with interest fees?! And I wasn’t informed that i had interest fees pending until I accidentally went into the app to see one day and realised i owed them money. I asked the in app CS chat and was informed it was cos i made partial payment and interest cannot be waived. Is that how you make money? I am cancelling the card. If you guys want link points, you can just download the NTUC app to get it.",1,24/12/2022 3:43,Trust
1297,Abdul Fattah Wong,Fast and easy to setup . Looking forward to using this new way of collecting points and payments.,5,22/12/2022 5:32,Trust
1298,Joreen22,As my friend is EP holder but unable to proceed to open a saving account. Kindly advise.,4,21/12/2022 11:53,Trust
1299,Afiqah Latif,Prolly this is the sign for me not to sign up the card. Tried applying for credit card it shows error. Tried applying savings accounts also showing error. Uninstalling the app and forget about this inefficient digital banking. Not working.,1,21/12/2022 4:43,Trust
1300,netwosoon,After linking my singpass to register and clicking ‘I Agree’ there’s a pop-up says something went wrong. please try again later.,5,20/12/2022 9:57,Trust
1301,Sankara bagham,"I applied for savings account and credit card after seeing their advertisements in many social media websites.

Decided to check on their products, applied for a savings account and credit card.  Oops, they were quick enough to decline though I have banking relationship with multiple banks for years.

Now I understand why many users felt it is ‘Better to have a bank with a human being at the front desk, than on trying such virtual institutions’. 

Luckily, I did not have to suffer any deficiency in services, as my application to open a savings account and credit card was (instantly) rejected, really quick to process my application but not so professional to put me in dark.   I thought do I need to face this unwarranted insult, on a fine morning?:slightly_smiling_face:",2,20/12/2022 4:12,Trust
1302,pokomom2,Thanks to trust,4,20/12/2022 3:56,Trust
1303,miy mil,"Not sure if I am the only one. This is my second month with Trust. To date, I still haven’t got my Dec statement in any app. After speaking to customer service, still nothing is updated. And I was told my due date is 28 Dec. Pls keep data updated and this concerns dollars and cents. And being a digital bank, this is more so important cos users are dependent on the app.",2,19/12/2022 16:10,Trust
1304,D Koh,This app did not follow paynow specifications for merchant reference to support alphanumeric AND special characters. We can’t pay at all !!!,1,19/12/2022 15:59,Trust
1305,nickthenameofzoooo,It seems the app under maintenance now. How to make payment online without the app. When it is up to normal.,5,19/12/2022 9:18,Trust
1306,Jaya2017,"Hi,

I went overseas and upon return i try to open app and i got error message as ""Sorry Something went Wrong, we are working on getting this fixed.""  How can i resolve this issue

Regards
G Jayachandran",4,18/12/2022 11:57,Trust
1307,Singheat,Cannot open the Apps after down loading.,1,18/12/2022 4:04,Trust
1308,HoraceJohnnien,Simple and convenient way to manage money.,5,17/12/2022 14:29,Trust
1309,SIMON-CE,"Very frustrating, keep prompting me to download SingPass app to log in. After I downloaded SingPass app, still unable to log in when I tap on the QR code! Also unable to select password log in. Now unable to view my bill and make payment. How??",1,16/12/2022 7:19,Trust
1310,Foong0128,"Phone number is not there yet cannot fill in or continue with application, you need to resolve this issue or nobody will use your app!",1,15/12/2022 11:16,Trust
1311,ArticbudyKeegan,It’s a very reliable app,5,14/12/2022 13:03,Trust
